CARDHOLDER_ID,y_hat
14941,1318.7273411265621
14778,3353.1727973637176
1377,1949.9033681481046
14681,18254.24698656994
17780,-7961.710241040766
2158,5837.731709748641
25767,6974.452020124791
21820,-710.2633901147783
12606,-3460.2331343492456
27242,2918.758853196567
5932,2420.072121843053
25190,3485.8524276582416
29329,6689.120846003911
24599,4091.571783362335
5543,5600.4130695750655
27497,-1487.6149529514037
16584,6540.241173284825
10464,23177.309560544338
10330,5753.186152378559
5498,8139.586371886473
22638,2690.2614774409044
21227,-3108.903858259728
24923,5159.840058839098
26656,4448.054507725665
24725,12221.8750936964
14910,-24935.10662804168
16042,4292.9327693336145
24029,1833.122300833446
665,-749.1429766055662
13345,7865.8232201407955
29830,3902.0341092550543
26448,9285.8960325066
22974,26640.854901126608
6209,4812.856064141939
20086,312.77236204059636
1518,5310.956608620576
29761,5692.480824177337
3206,-8731.714209173295
10445,1286.803042251922
1630,-8663.223511373008
17763,78201.48740172296
19549,9184.44559422494
27886,17942.01741370986
20743,1859.4027810904304
15956,2001.0872911629847
6552,3722.5469431981496
6775,3457.822942681257
11754,195.28097285036392
21212,2346.2436767328904
7180,2485.2719335963725
23069,10304.634462812683
7179,3558.498941827894
6306,1068.3361009845182
1475,4323.4380856176385
27684,-7066.739516226262
1508,5424.386892607952
17221,1684.0519801008663
15571,981.1578647291531
23962,1321.267327590905
27251,5939.73462125898
7317,23036.681576437943
6550,2734.0148507486224
9815,4313.624804828387
26824,5404.164206644653
11943,15140.33288743736
28904,14097.441810683327
24860,1895.5771985319493
4053,3032.2634808325033
21586,310.0541614131944
29246,5000.824697105791
22348,8385.319374490326
8076,6625.644360287044
29237,-5701.290064700739
16795,462.6539655069407
29232,2217.1290410387423
15991,4974.101699876015
15123,621.0205473298554
24815,17235.665059485127
9027,1555.832122879809
15457,-3437.6819603090566
28082,1569.9527927404683
8528,106.50750817764856
7707,5404.092179683297
29456,236.36688889690276
24946,1740.8675660538436
26645,1170.2047213146368
17686,3558.3492103075264
2797,5226.449172257497
24776,3253.0289711561977
9837,768.113191217561
25691,2897.585148048482
7609,-922.669259086475
28936,19831.938403806915
10001,-5312.699900250271
24633,6110.897393646575
19025,4416.505193083834
11196,4832.566726620962
22314,298.19982087463904
18471,4005.4012795795356
25106,-3215.7777481358903
6037,-950.3802720140025
12167,1849.2694849881132
14134,7573.335995940015
24920,9030.618236866158
2420,5366.077641753908
20589,1742.3040397288564
14889,2237.219174656981
1570,19420.73607621948
9086,6019.626330897854
1084,6528.707852299651
866,-2051.775862813314
14992,-2150.0369481907214
1092,956.4900084128892
12460,10422.347142910578
18391,506.4537784084321
13581,3397.458729477261
4057,1898.1235418289602
29360,-3377.7235798509814
19955,8269.51316042905
23930,6474.55892162041
14796,4788.505498814564
18909,1777.8069257773227
27444,3091.6765647912016
9003,4500.589719051199
24947,4645.127223191215
17271,-5214.682290101893
8805,3098.6355153500776
5331,8480.557005986999
9571,10788.96424345832
19671,132.04979146629603
24505,4386.619794709477
26695,2791.0540233838524
23648,2299.4184803519706
9732,2131.379032004186
19258,4935.516224486142
25873,3591.269429697646
9856,10077.050324991898
18086,8037.879599325217
820,7600.9345236955
22954,21426.825375333483
23516,5862.875764634584
12658,4316.3623188199135
13022,4425.148375189946
22438,8562.962860523978
606,625.1772169478315
23290,726.0626680454056
26569,3528.490352277886
3543,6177.785678206324
28058,-3116.3658632437014
14047,12552.558010810053
9167,227.2996283246698
24199,184.64407392098155
9217,102.83155550384117
22284,808.104708733186
26049,10197.941502160395
10089,1035.6240230104318
19224,11540.053411657069
22722,11422.724383396062
683,2487.9412891738853
29806,5999.383101079295
24629,28802.225546366943
28046,1994.2888631070377
16321,15363.515370438583
10281,795.1550712594478
23556,2574.0631007354673
14091,4027.838516620095
13349,18383.794920691686
27051,3314.730074423638
14560,6229.6209255152135
9394,14693.390136640775
1079,-4920.519114139315
8153,4369.171144719382
29316,9590.916436558331
27115,4045.0675088536736
7696,-416.3723026238954
18178,868.3516652984986
2552,-17076.00808647515
26724,3298.9795254491496
29455,17353.40013306683
274,3700.253291595087
2141,-231.4018729391355
7089,5968.69809660652
8878,-1353.1486817539603
405,-46.53283331463672
9113,1973.0985304025032
25541,61.07281524552718
9796,-74.59666763341329
28036,7166.02741993893
2087,4507.072495135109
9335,-6792.474440686381
9763,4063.4608372039224
16978,1845.6749001943813
5766,20026.101890037684
3760,1699.694432990615
9669,14142.708761312015
1463,15894.47416708974
8467,14480.83265026126
10286,4930.182986475772
24346,6288.527155639398
5453,9377.34809544268
24783,3594.252393424078
26939,424.2348876913627
8803,2074.843952668743
17644,6322.702820423287
1163,742.4226910048694
26568,5543.850939714812
16021,6031.331504505126
6957,-8746.979523495214
2354,9568.753341759373
22975,2893.4166272813995
11416,2396.556768120045
26388,2302.473857444053
23072,8988.551105842185
25053,4342.1203563811105
1652,-10185.03196666356
18444,6327.771673550675
26846,8985.573966769281
18954,-5656.238168751583
9899,1139.6093030812442
15253,3303.4792056482315
11342,6304.262198065235
21634,2776.4575365606534
28513,-2882.2265739999316
12820,10671.965255181509
25011,-2130.4736849824917
2545,753.3869808963289
14634,-15868.993057850923
16990,2781.401884956793
11291,3996.248566303645
3068,4013.6505594518067
12684,23874.838701408113
25019,1742.2606668570857
10150,3617.9350847168716
3743,-346.316633414895
28014,1786.3151106766304
858,760.1801221299972
27819,127.79869879592661
29055,26437.68510453833
13909,-5553.7520555950705
6813,7589.807555749529
16782,4867.510177790271
20143,564.6969554893356
29664,-3309.828879564898
27723,7884.905823247704
2918,2173.112316236578
26283,6915.384221386024
27201,13673.255600592323
8190,8776.97719715197
17661,446.0397159416875
13177,4831.604116079601
1251,18968.938295678145
4552,3094.2721626587613
20722,3506.911146387574
21891,2575.638444190055
14204,13729.066724724775
2154,25829.04997525289
1779,30419.42678254388
17069,4608.779737324174
11855,2553.306408682441
11483,17980.179120874327
1587,4872.094541027762
17906,3023.835116549149
3816,6558.254057749789
10334,1405.4518906939797
6983,-1788.8644598630394
22469,3413.31416253101
13577,4937.649671317355
9383,4885.814559122522
21824,1058.7141335447754
22594,-376.629747194454
26725,12432.26768387437
10502,-1570.4413065714502
2779,-3208.091348290161
19108,-10360.060955705498
16607,12425.716780971978
1523,23367.93466453815
1101,472.1614515756967
24450,1173.361756406652
19248,-3336.026160581015
8357,1197.951263190324
10954,2477.567677730131
15111,-1765.4251241643065
4721,3672.91958536781
11714,-4827.452931417916
27649,5837.965525357324
29063,12475.007700394142
5957,5522.383776363242
5325,9370.800980295313
3777,-5443.280030148451
17664,5707.1167357132945
11002,978.509834505156
27129,-1567.2861488607227
13201,-2486.6739022374973
885,-94.30398132779146
11911,16311.417165144741
5055,17068.056011162076
19912,15198.997209023712
11645,4243.1254624283865
7848,2452.073038618076
13835,2215.3259190426065
22286,1854.1520093052327
12389,394.00925577464886
18150,2115.6516184858783
24390,762.4552730034109
26905,7081.56812809421
21897,3780.8232241606797
4190,11162.770182561337
13983,4475.0736297922995
7892,4477.8799290590005
23954,8561.799242619756
4365,4345.51389468964
9804,3525.528876007856
15172,3877.183612944405
1228,13909.603133247174
16379,1165.6771614026154
5255,14447.46692552504
23999,643.6097790313711
12265,3176.8197451699907
20157,1274.2581078352687
3280,8556.421440491093
15907,3362.6571583526397
14660,3700.6752896100343
7912,2045.2703110981506
11736,-2549.0643515641154
16432,13276.340501380297
18477,1669.9869161379622
12127,4830.702448336446
9230,-1350.1483053736379
5647,750.1521331478923
14540,1266.5745554616094
3819,574.9810978061676
6280,7360.285073395433
17436,21199.732532740065
14930,13975.937240974768
4887,1548.4965484984536
8288,1445.2182232194086
16917,-13011.072138002377
3980,415.39827703807487
12138,6369.989490701673
14913,20776.06224493425
6665,-3222.988499546694
28990,21777.24847075715
16286,4493.517688315485
21836,14856.19836539828
16591,2996.1088472100237
24522,5742.202721366455
28704,-866.1901030597073
15875,8869.560344872963
6413,821.8451221258342
27362,10535.320388443202
5318,13462.971925447726
7045,20535.432723264403
26558,-391.0118621602519
11680,1927.648593349578
17875,3353.4694281411003
5197,-15107.032799484849
5131,2458.6065585476103
8299,-27187.402300665613
2207,1561.8626707169337
17462,-8365.059973453184
2806,5258.777785146034
9440,10371.492710234941
2476,4630.6990981842555
6357,2446.6948003076345
23754,3609.044983593847
19192,2617.6639339411227
7925,14257.735266534728
12603,11270.553073912217
393,15015.547843714308
16512,2011.5062158449023
29751,4990.577698265679
15064,5931.259539465553
14406,4629.972440283174
23678,-3171.437228985676
25330,6192.204987688838
29150,3079.394319061491
28930,13699.848561180776
12416,3839.6392417224815
15618,17764.229243392616
15810,10156.282556979502
12834,2130.6886345780927
19281,994.8829707410719
19060,4992.900831093722
29291,-445.3616454836924
22232,5335.121200467411
17551,9873.255899089481
20821,636.9494238361983
10391,13624.100809440104
19085,5257.911719096463
7423,5068.707355972339
29032,3191.672038463757
28172,7511.411386967506
26202,8089.338294440282
17142,2194.980729225087
22034,1100.6745026633014
27990,5910.624199366399
23873,9215.059691078839
10553,7728.949704968769
8908,5887.490395120531
13207,9390.441376364308
11481,2789.7263727679006
29283,1381.6021253465885
10871,26214.76079058535
17090,15342.631242221085
27310,5155.272800252635
21827,9993.042925648338
6921,4024.6581033090424
29527,10022.198812906165
16476,1418.5489940135237
27209,1914.6941959074497
21301,12646.814803983876
27623,11551.482198522042
18512,1107.4509660638746
28992,18552.686377089994
24290,15115.455511735292
185,5125.443826757566
11859,13288.878543940722
28945,2593.7373039446443
21081,97.95047289961485
22560,4065.420563656771
24153,9032.163149681615
1230,8926.804457551743
20231,7297.724760249084
22771,214.69103728036816
17641,9769.855188106187
21978,6089.943732976435
23258,3899.8521555825537
9938,757.7706758544816
10822,-43.89835159773793
4940,13728.97741754782
12388,2644.7601577686723
26484,-385.89772265674355
12838,2427.548672310149
23943,442.038160416482
27112,651.522561606226
4434,845.8465971560702
8245,6503.756658253196
27385,822.2220145923752
2927,-994.9626615930074
8544,3041.9000455471255
14590,3654.6092874660385
18714,4097.815725732318
14614,16036.4446844946
12432,3343.5262002259255
788,6145.012117881477
3866,16095.426472321205
20027,9574.639144900524
22647,5253.514523873477
2700,-5566.625395476454
15265,10729.231150195337
10360,9535.068499523193
2088,3198.53301863758
17219,865.2917978124585
9249,517.95039924546
