CARDHOLDER_ID,y_hat
17391,10602.573988109125
14756,177.92047894930784
20929,2272.6328039718837
6533,4246.878321450173
12435,-1465.1885359234611
18413,397.64132406843055
11498,1386.7561719209207
24858,3749.639631885806
19577,8417.446311335994
870,4312.728192738551
8335,-1203.4943822090509
25999,7120.352734857094
25171,7048.425646015172
2743,12165.94003885871
9524,414.9237008910318
17225,2710.922937581151
14691,4320.863195660565
12044,3153.813539359323
10610,13941.67504281563
20912,23499.57146852453
5157,5065.60091594507
7007,19260.589149695756
29051,12713.348356226485
8764,4676.3221763046895
27222,9074.390762834764
1884,2590.180494219297
12691,3017.346293133909
7902,15194.007738361546
713,7887.6821257345
741,1149.8866922177913
26440,12221.407469776725
19001,4448.72780114306
6251,5247.663404108664
7010,3484.9742177678436
20293,2143.652701219057
28394,4056.395788212173
10093,1060.64540170297
17529,2254.369943384926
27560,13461.719990720787
11030,-1981.4918352308396
6449,8616.44617633564
27644,11305.889214752722
26844,5143.044433647681
28446,1706.0367157051728
28952,2592.4080732989178
5252,7402.760243347522
11608,2805.476198897928
21570,1204.7703701204882
19325,-1195.3998700276652
7712,3682.971328118293
1049,5287.864840131471
10529,12472.918719608115
18228,17039.66992441439
6884,1043.2280544985192
1540,22814.29519130106
27647,430.0295992226597
17192,2277.7066755045644
20195,13993.943159397772
10240,-2164.776733724744
1109,2498.813851759898
11231,4275.707522727372
20060,3483.9777070323103
7560,5668.758650069034
10820,2294.784954345225
10996,3396.706149594697
7873,2619.0038093115945
9591,-581.2826898014355
27737,64.75771249579657
25828,5194.036182513806
17642,5673.002499017871
29337,6889.562965399577
16969,-406.3193700893403
29225,72.709397285038
17908,5221.8481014405725
26644,4583.433356575462
1855,3169.533230497749
22844,6034.731244890613
28733,2535.134079405948
6434,1839.1822071526879
20361,12680.850865243021
27219,2920.1015328773315
11734,3244.740956230265
485,760.4125800300822
8021,2189.9334844279883
28593,2139.216098809484
11551,7930.5436366143385
4788,291.76722099840345
29790,3883.281728629463
6245,3577.375377074749
27943,2006.6539320824324
4796,-319.2604956452251
13377,1292.2621945500146
17524,-1004.9945394672486
1635,10626.448628688642
18892,5814.869857059152
28407,2964.7049363050332
25414,12040.068455825443
23455,403.86269337035446
29236,5155.157509776618
1373,12236.396194743811
28813,7174.776726717291
27519,13947.037342000403
14559,870.3104495335792
6016,3116.2008703810575
21831,1510.8636718044786
19175,8544.5344014706
18350,4565.834416521119
11767,5875.511501365041
29924,-92.72528694453877
20204,373.8123676433124
4820,10899.668360757796
6883,847.2964055608372
27324,5648.110945460545
6435,1337.133600954668
17925,2084.1734674615273
9759,3216.2515556593794
19794,1264.014846682734
20616,3496.211928264721
3427,3295.6080453989475
25103,2261.264978033906
25682,-6649.5392004128835
14483,1142.409187950334
26267,4403.444580706368
19347,-2812.8149054521
24977,11563.095850506608
16800,7855.401034699007
21151,3463.7621678442097
10530,21896.112871951704
24803,7423.684317888448
27915,16232.457078676482
1024,2369.486946753227
17854,3411.3456539891963
25528,4368.020427638998
10479,739.8338424659232
24821,3529.341601078235
320,4715.297764213934
11717,1762.2896651211865
15063,3044.6371377650275
12047,6555.3508689459795
25281,1762.214119823954
12726,1659.565754909253
6519,4142.100331511039
23172,5964.885169128745
19934,-38.03410722323724
13610,7258.757100914278
14858,3030.149508853785
2510,-288.1939935506143
14973,1628.5811267045085
19431,1059.844543131418
16119,1075.0599819564477
28902,6501.473128375631
2788,-2487.662515331396
1841,-235.50993020459828
26103,3081.9646771706466
23396,6952.534364563295
808,-230.09580625775197
21037,5902.779929996752
17320,2048.876269051856
21619,4092.9748885354757
29809,3637.7161610317953
11809,1951.8994210047376
26457,6326.0832361968705
3532,11023.634794957383
6314,30092.896213536213
11691,16466.56583578161
6183,547.5682415002952
23006,1298.0402354950193
21122,1685.6527708079118
11757,4057.754831973315
2701,1788.3017282964322
2722,4442.371210192645
19193,589.469609812033
26129,2721.162095996895
21717,2727.4693513440734
21307,5475.00901668123
5880,-1774.8982298650117
6046,9990.013693283
466,5034.12585495862
6930,271.32633754092194
22866,1574.7216325998709
18248,1168.321468090337
25196,11065.920816317455
23064,1961.3816158034863
17238,5635.580222014852
26792,5729.215288134421
11053,3318.009640438507
7943,6270.17063316319
159,14129.50586725799
7987,1276.7961337800693
13643,1702.34789027407
11996,22661.171285638262
10113,3793.4638504831173
20213,2420.8058699110316
13977,907.8818185084347
21453,1945.992444321187
11818,1146.628880394918
23122,3054.6788732647215
15446,4670.54452228918
26289,8921.134069911786
5854,1962.5194300308615
5139,1977.6387105078068
2455,15474.141859947511
3322,3822.746603243835
27575,4357.751836487651
