CARDHOLDER_ID,y_hat
6987,0
8727,1
24669,0
17951,0
22159,0
7709,0
6419,0
1718,0
19852,0
17427,1
25102,0
9381,0
4719,0
13567,0
23410,0
8330,0
27187,0
25676,1
6579,0
24317,1
226,0
3509,0
28653,0
24914,0
1692,0
6212,0
19992,0
13600,1
26827,0
5063,0
28981,0
6554,0
13484,1
11232,0
2467,0
18493,0
1195,0
21,0
29648,0
25940,0
17447,0
25633,1
14936,0
18816,0
29386,0
487,0
3399,0
2102,1
5300,0
2751,0
3915,0
19031,0
9716,0
18241,0
2733,0
11684,0
2480,0
23653,0
27068,0
23117,0
3947,1
3200,0
24240,0
26885,0
16338,0
20147,0
337,0
4600,0
1660,0
22851,0
4074,0
9222,1
24113,0
25439,0
2572,0
12517,1
1612,0
10005,0
11810,0
26531,1
1281,0
10030,0
25566,0
4802,0
24754,0
17359,0
2667,0
2192,0
17608,0
11744,0
14265,0
13954,0
12679,0
18155,0
14758,0
8145,0
16330,0
15488,0
26231,0
11743,0
205,0
6296,0
14568,0
11148,0
4416,0
12280,0
13649,0
27845,0
29174,0
26676,0
5727,0
17637,0
11362,0
15438,0
1705,0
13826,0
18760,0
9165,0
4083,0
28246,0
18342,0
17031,0
4714,0
11287,0
29178,0
7813,0
3266,1
1989,0
16665,0
1340,0
16822,0
12806,0
15375,0
6575,0
9801,0
5690,0
28774,0
12608,0
23777,0
1672,0
1308,0
16032,0
20935,0
22571,0
25418,0
17533,0
10319,0
5640,0
23862,1
24867,1
18665,0
10038,0
17418,0
20541,0
5132,0
18136,0
25497,0
26926,0
6107,0
8725,0
650,0
17089,0
5526,0
14099,1
17449,0
29310,0
7949,0
2030,0
9077,0
21656,0
26699,0
28957,0
13534,0
1994,1
8831,0
3164,0
27052,0
21410,0
22333,1
1901,0
22270,0
4342,0
11275,0
21356,0
28757,0
20099,1
10674,0
3840,0
6851,0
18771,0
8229,0
17886,0
1017,1
16694,0
21036,0
18462,0
2346,0
543,0
7141,0
21626,0
5968,0
24863,0
4048,0
15335,0
29266,0
5775,1
4058,0
16413,0
3610,0
19335,0
10576,0
11406,0
4970,0
9379,0
10719,0
8877,0
24890,0
10755,0
21392,0
7344,0
26031,0
7934,0
22714,0
24438,0
3250,0
11886,1
17309,0
2422,0
7586,0
803,0
16781,0
4579,0
1364,0
20657,0
5801,0
8690,0
16101,1
5948,0
11468,0
9506,0
26137,0
4591,0
23698,0
22930,0
15913,0
10256,0
213,0
29445,0
15421,0
10244,0
2912,1
27208,0
5735,0
1269,0
26866,1
2732,0
24973,0
13164,0
14553,0
3169,0
5494,0
10421,0
19716,0
14319,0
12469,1
17522,0
27963,0
6830,0
4357,0
10947,0
27047,0
21905,0
8031,0
12105,0
26533,0
23070,0
19509,0
15081,0
12873,0
28377,0
17885,0
15969,0
5019,0
23554,0
28953,0
20129,1
19784,0
12291,0
11973,0
6587,0
18990,0
21994,0
24650,0
26805,1
29127,1
11133,1
22816,0
7656,0
24526,0
11797,0
11150,0
10187,0
6726,0
6193,0
2079,0
29882,0
246,0
8905,0
21860,0
21753,0
3643,0
18046,0
25782,1
27329,0
7634,0
7822,0
29336,0
11630,0
22870,0
28318,0
9855,0
2132,0
14025,0
11050,0
28381,0
26143,0
18541,1
21728,0
15581,0
4466,0
17430,1
1076,0
3563,1
8910,0
29082,0
26410,0
6854,0
22598,1
15765,0
4971,0
10992,0
9075,0
1371,0
13440,0
13798,0
5756,0
4484,0
9360,0
2463,1
18993,0
4355,0
25136,0
2462,1
21908,0
13806,0
6064,0
19273,0
7064,0
7630,0
15391,0
4169,0
26845,0
